CAMPUS,DIVISION,CRN,SUBJ,CRSE,TITLE,XLST,START DATE,END DATE,LOCATION,DAYS TIME,SCHD,INST METHOD,INSTRUCTOR,CRHRS,QUOTA,ENRL,AVAIL,FTES,STATUS,TOTAL CAMPUS FTES,TOTAL DIVISION FTES,POT
Jamestown,Science/Tech/Engineer/Math,4533,BIO,2532,Microbiology - LAB,,24-Aug,18-Dec,SCCE 105,.....F. 09:30 AM-12:15 PM,LA,000,"Pitoniak, Andrew",1,18,,18,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3936,BIO,2760,Nutrition,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Dunn, Rose",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,5185,BIO,2760,Nutrition,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Dunn, Rose",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4480,CERP,1250,MCT 1250 Review Session,,24-Aug,18-Dec,JMTI 132,.M.W... 11:30 AM-12:20 PM,TU,000,"Piazza, Timothy",,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3954,CHE,1500,Intro to Chemistry,,24-Aug,18-Dec,SCCE 125,..T.R.. 11:00 AM-12:15 PM,LE,000,"Emley, Lillian",3,20,,20,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3956,CHE,1500,Intro to Chemistry,,24-Aug,18-Dec,SCCE 125,.M.W... 03:00 PM-04:15 PM,LE,000,"Allen, Rebecca",3,20,,20,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4749,CHE,1500,Intro to Chemistry,,4-Sep,14-Jun,HSNYJM DUN,....... TBD-TBD,LE,000,"Lotter, Kim",3,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4835,CHE,1500,Intro to Chemistry,,4-Sep,14-Jun,HSNYJM JHS,....... TBD-TBD,LE,000,"Warner, Thomas",3,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,5022,CHE,1500,Intro to Chemistry,,4-Sep,20-Jan,HSNYJM SWC,....... TBD-TBD,LE,000,"Miley, Katie",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,5258,CHE,1500,Intro to Chemistry,,4-Sep,14-Jun,HSNYJM DUN,....... TBD-TBD,LE,000,"Lotter, Kim",3,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,3957,CHE,1530,Allied Health Chemistry,,24-Aug,18-Dec,SCCE 109,..T.R.. 11:00 AM-12:15 PM,LE,000,"Larson, Kimberly",3,20,,20,,A,,,1
Jamestown,Science/Tech/Engineer/Math,5231,CHE,1530,Allied Health Chemistry,,24-Aug,18-Dec,SCCE 109,.M.W... 09:30 AM-10:45 AM,LE,000,"Dundore-Shrout, Kari",3,20,,20,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4121,CSC,1520,Intro to Cybersecurity,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Davis, Jeffrey",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4122,CSC,1530,Introduction to HTML & CSS,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Lasky, David",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4123,CSC,1560,Computer App Software I,,24-Aug,18-Dec,SHEL 122,.M.W... 10:50 AM-12:30 PM,LE,000,"Blair, Jonathan",4,20,,20,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4125,CSC,1560,Computer App Software I,319,24-Aug,18-Dec,ONLN ZOOM,..T.R.. 04:20 PM-06:00 PM,LE,001,"Lasky, David",4,25,,25,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4126,CSC,1560,Computer App Software I,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"McIntyre, Sheila",4,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4127,CSC,1570,CS1: Programming Concepts/Appl,,24-Aug,18-Dec,SHEL 122,..T.R.. 01:30 PM-02:45 PM,LE,000,"Scapelitte, Marc",3,16,,16,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4128,CSC,1570,CS1: Programming Concepts/Appl,,24-Aug,18-Dec,SHEL 122,.M.W... 01:30 PM-02:45 PM,LE,000,"Scapelitte, Marc",3,20,,20,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4130,CSC,1570,CS1: Programming Concepts/Appl,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Lee, Sung",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,5018,CSC,1570,CS1: Programming Concepts/Appl,,4-Sep,20-Jan,HSNYJM FAL,....... TBD-TBD,LE,000,"Caruso, Brandon",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,5225,CSC,1570,CS1: Programming Concepts/Appl,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Howard, Bernice",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,5308,CSC,1570,CS1: Programming Concepts/Appl,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Howard, Bernice",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4131,CSC,1580,Computer Hardware&Sys Software,,24-Aug,18-Dec,SHEL 124,..T.R.. 03:00 PM-04:15 PM,LE,000,"Blair, Jonathan",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4132,CSC,1580,Computer Hardware&Sys Software,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Sims, William",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4133,CSC,1590,CS2: Computer Programming,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Blair, Jonathan",4,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4135,CSC,1600,CS3: Data Structures,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Lee, Sung",4,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4139,CSC,2470,Network Administration,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Lee, Sung",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4136,CSC,2510,Introduction to Networks,,24-Aug,18-Dec,SHEL 122,.M.W... 09:30 AM-10:45 AM,LE,000,"Blair, Jonathan",3,20,,20,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4138,CSC,2510,Introduction to Networks,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Sims, William",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,5293,CSC,2510,Introduction to Networks,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Sims, William",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,5333,CSC,2510,Introduction to Networks,,24-Aug,18-Dec,OFFC TBD,....... TBD-TBD,LE,002,"Sims, William",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4140,CSC,2660,Database Management,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Davis, Jeffrey",4,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4141,CSC,2670,Computer Organization,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Blair, Jonathan",4,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4117,ELC,1200,Fundamentals of Electricity,,24-Aug,18-Dec,JMTI 125,..T.R.. 01:30 PM-03:25 PM,LL,000,"Piazza, Timothy",3,16,,16,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4142,ENR,1560,Intro Engineering & ENR Design,,24-Aug,18-Dec,JMTI 132,..T.R.. 01:00 PM-02:39 PM,LE,000,"Spess, Joseph",4,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4143,ENR,2510,Thermodynamics,322,24-Aug,18-Dec,SHEL 133,.M.W.F. 09:30 AM-10:20 AM,LR,000,"Nowling, Sean",4,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4145,ENR,2510,Thermodynamics - Lab,323,24-Aug,18-Dec,SHEL 133,.M.W.F. 10:30 AM-11:20 AM,LA,000,"Nowling, Sean",,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4146,ENR,2550,Mechanics-Statics,326,24-Aug,18-Dec,JMTI 125,..T.R.. 08:00 AM-09:15 AM,LE,000,"Piazza, Timothy",3,16,,16,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4147,ENR,2740,Analysis/Linear Elec Circuits,,24-Aug,18-Dec,JMTI 113,..T.R.. 09:30 AM-10:45 AM,LE,000,"Piazza, Timothy",3,16,,16,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4409,GLG,1550,Earth Science,,24-Aug,18-Dec,SCCE 125,..T.R.. 01:30 PM-02:45 PM,LE,000,"Crabtree, Darran",3,25,,25,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4517,MAE,2520,Math - Elementary Teachers II,330,24-Aug,18-Dec,HULT 267,..T.R.. 09:30 AM-10:45 AM,LE,000,"Metzger, Heather",3,26,,26,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4518,MAE,2520,Math - Elementary Teachers II,330,24-Aug,18-Dec,ONLN ZOOM,..T.R.. 09:30 AM-10:45 AM,LE,001,"Metzger, Heather",3,26,,26,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3831,MAT,0530,Essential Mathematics,,24-Aug,18-Dec,SHEL 119,.MTWR.. 04:30 PM-05:35 PM,LE,000,"Struble, Sandra",5,22,,22,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3865,MAT,0530,Essential Mathematics,302,24-Aug,18-Dec,ONLN ZOOM,.M.W... 08:30 AM-10:35 AM,LE,001,"Reisch, Christopher",5,22,,22,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4649,MAT,0530,Essential Mathematics,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Reisch, Christopher",5,,,,,A,,,1
Jamestown,Science/Tech/Engineer/Math,5309,MAT,0530,Essential Mathematics,,24-Aug,18-Dec,SHEL 119,.M.W... 08:30 AM-10:35 AM,LE,000,"Scapelitte, Marc",5,20,,20,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3832,MAT,0550,Algebra Fundamentals,,24-Aug,18-Dec,SHEL 223,.M.W.F. 09:30 AM-10:40 AM,LE,000,"Groh, Daniel",4,25,,25,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3834,MAT,0550,Algebra Fundamentals,305,24-Aug,18-Dec,SHEL 113,.MT.R.. 04:30 PM-05:40 PM,LE,000,"Zwyghuizen, Stephanie",4,20,,20,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3836,MAT,0550,Algebra Fundamentals,,24-Aug,18-Dec,SHEL 132,..T.R.. 01:30 PM-03:10 PM,LE,000,"Giuffre, Mary Jo",4,25,,25,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3867,MAT,0550,Algebra Fundamentals,,24-Aug,18-Dec,SHEL 223,.M.W... 01:30 PM-03:10 PM,LE,000,"Groh, Daniel",4,25,,25,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3868,MAT,0550,Algebra Fundamentals,305,24-Aug,18-Dec,ONLN ZOOM,.MT.R.. 04:30 PM-05:40 PM,LE,001,"Zwyghuizen, Stephanie",4,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3988,MAT,0550,Algebra Fundamentals,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Zwyghuizen, Stephanie",4,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,5226,MAT,0550,Algebra Fundamentals,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Zeiders-Weber, Erin",4,18,,18,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3838,MAT,1500,Problem Solving w/Mathematics,,24-Aug,18-Dec,SHEL 132,.M.W... 09:30 AM-10:45 AM,LE,000,"Giuffre, Mary Jo",3,28,,28,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3842,MAT,1500,Problem Solving w/Mathematics,,24-Aug,18-Dec,SHEL 119,..T.R.. 01:30 PM-02:45 PM,LE,000,"Struble, Sandra",3,28,,28,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3843,MAT,1500,Problem Solving w/Mathematics,,24-Aug,18-Dec,SHEL 132,..T.R.. 09:30 AM-10:45 AM,LE,000,"Giuffre, Mary Jo",3,28,,28,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3844,MAT,1500,Problem Solving w/Mathematics,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Reisch, Christopher",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3871,MAT,1500,Problem Solving w/Mathematics,308,24-Aug,18-Dec,ONLN ZOOM,..T.R.. 11:00 AM-12:15 PM,LE,001,"Fofanah, Mary",3,28,,28,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4720,MAT,1500,Problem Solving w/Mathematics,,4-Sep,20-Jan,HSNYJM CHA,....... TBD-TBD,LE,000,"Cowan, Timothy",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4732,MAT,1500,Problem Solving w/Mathematics,,4-Sep,20-Jan,HSNYJM CLY,....... TBD-TBD,LE,000,"Kerr, Stacey",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4761,MAT,1500,Problem Solving w/Mathematics,,4-Sep,20-Jan,HSNYJM DUN,....... TBD-TBD,LE,000,"Vecchio, Vincent",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4870,MAT,1500,Problem Solving w/Mathematics,,4-Sep,20-Jan,HSNYJM MAP,....... TBD-TBD,LE,000,"Price, Karalea",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4880,MAT,1500,Problem Solving w/Mathematics,,4-Sep,20-Jan,HSNYJM PAN,....... TBD-TBD,LE,000,"Funk, Connie",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4887,MAT,1500,Problem Solving w/Mathematics,,4-Sep,20-Jan,HSNYJM PIN,....... TBD-TBD,LE,000,"Long, Danielle",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4897,MAT,1500,Problem Solving w/Mathematics,,4-Sep,20-Jan,HSNYJM RAN,....... TBD-TBD,LE,000,"Sexton, Mitchell",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,5235,MAT,1500,Problem Solving w/Mathematics,,4-Sep,20-Jan,HSNYJM BRC,....... TBD-TBD,LE,000,"Maas, Phillip",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,5244,MAT,1500,Problem Solving w/Mathematics,,4-Sep,20-Jan,HSNYJM CASS,....... TBD-TBD,LE,000,"Helwig, Stephen",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,5264,MAT,1500,Problem Solving w/Mathematics,,4-Sep,20-Jan,HSNYJM FOR,....... TBD-TBD,LE,000,"Kerstetter, Brenda",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,5342,MAT,1500,Problem Solving w/Mathematics,,4-Sep,20-Jan,HSNYJM SHE,....... TBD-TBD,LE,000,"Morano, Dakota",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,3847,MAT,1540,Elementary Statistics,,24-Aug,18-Dec,SHEL 119,.M.W... 01:30 PM-02:45 PM,LE,000,"Hnatyszyn, Ashley",3,28,,28,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3850,MAT,1540,Elementary Statistics,,24-Aug,18-Dec,SHEL 138,..T.R.. 11:00 AM-12:15 PM,LE,000,"Hnatyszyn, Ashley",3,28,,28,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3851,MAT,1540,Elementary Statistics,,24-Aug,18-Dec,SHEL 124,..T.R.. 01:30 PM-02:45 PM,LE,000,"Raynor, Angela",3,28,,28,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3853,MAT,1540,Elementary Statistics,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Russell, Barbara",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3874,MAT,1540,Elementary Statistics,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Raynor, Angela",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4704,MAT,1540,Elementary Statistics,,TBD,TBD,TBD TBD,....... TBD-TBD,LE,000,STAFF,3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4780,MAT,1540,Elementary Statistics,,4-Sep,14-Jun,HSNYJM FAL,....... TBD-TBD,LE,000,"Lebaron, Michael",3,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4937,MAT,1540,Elementary Statistics,,4-Sep,20-Jan,HSNYJM SWC,....... TBD-TBD,LE,000,"Putney, Taylor",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,5021,MAT,1540,Elementary Statistics,,4-Sep,14-Jun,HSNYJM FRE,....... TBD-TBD,LE,000,"Joint, Mimi",3,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,5227,MAT,1540,Elementary Statistics,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Russell, Barbara",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,5267,MAT,1540,Elementary Statistics,,4-Sep,20-Jan,HSNYJM FRW,....... TBD-TBD,LE,000,"Sposato, James",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,5413,MAT,1540,Elementary Statistics,,4-Sep,20-Jan,HSNYJM PAN,....... TBD-TBD,IS,004,"Funk, Connie",3,1,,1,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,3854,MAT,1590,College Algebra / Trigonometry,,24-Aug,18-Dec,SHEL 121,.M.W... 04:20 PM-06:00 PM,LE,000,"Barton, Tiffany",4,32,,32,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3855,MAT,1590,College Algebra / Trigonometry,,24-Aug,18-Dec,SHEL 119,..T.R.. 10:50 AM-12:30 PM,LE,000,"Struble, Sandra",4,32,,32,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3856,MAT,1590,College Algebra / Trigonometry,,24-Aug,18-Dec,ONLN ZOOM,..T.R.. 01:30 PM-03:10 PM,LE,001,"Reisch, Christopher",4,32,,32,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3859,MAT,1590,College Algebra / Trigonometry,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Witherow, Kimberly",4,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4655,MAT,1590,College Algebra / Trigonometry,,4-Sep,14-Jun,HSNYJM PTECH,....... TBD-TBD,LE,000,"Edwards, Matthew",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4721,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYJM CHA,....... TBD-TBD,LE,000,"Cowan, Timothy",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4722,MAT,1590,College Algebra / Trigonometry,,4-Sep,14-Jun,HSNYJM CHA,....... TBD-TBD,LE,000,"Cowan, Timothy",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4733,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYJM CLY,....... TBD-TBD,LE,000,"Kerr, Stacey",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4847,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYJM JHS,....... TBD-TBD,LE,000,"Holt, Lisa",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4852,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYJM JHS,....... TBD-TBD,LE,000,"Salvaggio, Joseph",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4881,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYJM PAN,....... TBD-TBD,LE,000,"Brink, Rodney",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4888,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYJM PIN,....... TBD-TBD,LE,000,"Cuthbert, Jacob",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4938,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYJM SWC,....... TBD-TBD,LE,000,"Barton, Tiffany",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4960,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYJM WES,....... TBD-TBD,LE,000,"Murtaugh, Kathleen",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4961,MAT,1590,College Algebra / Trigonometry,,4-Sep,14-Jun,HSNYJM WES,....... TBD-TBD,LE,000,"Murtaugh, Kathleen",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,5353,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYJM JHS,....... TBD-TBD,LE,000,"Ruch, Raquel",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,3860,MAT,1600,Precalculus,,24-Aug,18-Dec,SHEL 132,..T.R.. 10:50 AM-12:30 PM,LE,000,"Raynor, Angela",4,32,,32,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3861,MAT,1600,Precalculus,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Zwyghuizen, Stephanie",4,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4762,MAT,1600,Precalculus,,4-Sep,14-Jun,HSNYJM DUN,....... TBD-TBD,LE,000,"Pietro, Aaron",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4785,MAT,1600,Precalculus,,4-Sep,20-Jan,HSNYJM FOR,....... TBD-TBD,LE,000,"Dempsey, Thomas",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4817,MAT,1600,Precalculus,,4-Sep,14-Jun,HSNYJM FRW,....... TBD-TBD,LE,000,"Mole, Michelle",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4846,MAT,1600,Precalculus,,4-Sep,20-Jan,HSNYJM JHS,....... TBD-TBD,LE,000,"Maggio, Christopher",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4922,MAT,1600,Precalculus,,4-Sep,14-Jun,HSNYJM SHE,....... TBD-TBD,LE,000,"Morano, Dakota",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4930,MAT,1600,Precalculus,,4-Sep,14-Jun,HSNYJM SIL,....... TBD-TBD,LE,000,"Randolph, Kristy",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4939,MAT,1600,Precalculus,,4-Sep,20-Jan,HSNYJM SWC,....... TBD-TBD,LE,000,"Armstrong, Ashley",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,5011,MAT,1600,Precalculus,,4-Sep,14-Jun,HSNYJM WES,....... TBD-TBD,LE,000,"Murtaugh, Kathleen",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,3862,MAT,1710,Calculus/Analytic Geometry I,,24-Aug,18-Dec,SHEL 223,..T.R.. 10:50 AM-12:30 PM,LE,000,"Zeiders-Weber, Erin",4,32,,32,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4723,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,14-Jun,HSNYJM CHA,....... TBD-TBD,LE,000,"Persons, Bill",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4734,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,14-Jun,HSNYJM CLY,....... TBD-TBD,LE,000,"Kerr, Stacey",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4763,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,20-Jan,HSNYJM DUN,....... TBD-TBD,ITV,000,"Vecchio, Vincent",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4781,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,20-Jan,HSNYJM FAL,....... TBD-TBD,LE,000,"Anderson, Jonathan",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4818,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,20-Jan,HSNYJM FRW,....... TBD-TBD,LE,000,"Sposato, James",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4848,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,14-Jun,HSNYJM JHS,....... TBD-TBD,LE,000,"Holt, Lisa",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4849,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,14-Jun,HSNYJM JHS,....... TBD-TBD,LE,000,"Holt, Lisa",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4871,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,20-Jan,HSNYJM MAP,....... TBD-TBD,LE,000,"Burr, Michael",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4898,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,14-Jun,HSNYJM RAN,....... TBD-TBD,LE,000,"Olson, Geoffrey",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4940,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,14-Jun,HSNYJM SWC,....... TBD-TBD,LE,000,"Frisbee, Adam",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4962,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,20-Jan,HSNYJM WES,....... TBD-TBD,LE,000,"Riedesel, Connie",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,5277,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,14-Jun,HSNYJM SHE,....... TBD-TBD,LE,000,"Morano, Dakota",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,5297,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,20-Jan,HSNYJM PIN,....... TBD-TBD,ITV,001,"Vecchio, Vincent",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,5370,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,20-Jan,HSNYJM CHA,....... TBD-TBD,IS,003,"Riedesel, Connie",4,1,,1,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,3863,MAT,2650,Calculus&Analytic Geometry III,,24-Aug,18-Dec,SHEL 113,..T.R.. 11:00 AM-12:15 PM,LE,000,"Zwyghuizen, Stephanie",4,32,,32,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3863,MAT,2650,Calculus&Analytic Geometry III,,24-Aug,18-Dec,SHEL 113,.....F. 12:30 PM-01:30 PM,LE,000,"Zwyghuizen, Stephanie",4,32,,32,,A,,,1
Jamestown,Science/Tech/Engineer/Math,3864,MAT,2670,Linear Algebra,,24-Aug,18-Dec,SHEL 223,..T.R.. 01:30 PM-02:45 PM,LE,000,"Zeiders-Weber, Erin",3,32,,32,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4193,MCT,1240,Engineering Drawing w/AutoCAD,,24-Aug,18-Dec,JMTI 132,..T.R.. 08:00 AM-09:45 AM,LE,000,"Spess, Joseph",4,24,,24,,A,,,1
