CAMPUS,DIVISION,CRN,SUBJ,CRSE,TITLE,XLST,START DATE,END DATE,LOCATION,DAYS TIME,SCHD,INST METHOD,INSTRUCTOR,CRHRS,QUOTA,ENRL,AVAIL,FTES,STATUS,TOTAL CAMPUS FTES,TOTAL DIVISION FTES,POT
Olean,Health Sciences,3827,NUR,2510,Health Restoration/Maint I,,24-Aug,18-Dec,AHSC 107,.M..... 01:30 PM-03:25 PM,LR,000,"Visbisky, Jennifer",8,60,,60,,A,,,1
Olean,Health Sciences,3827,NUR,2510,Health Restoration/Maint I,,24-Aug,18-Dec,AHSC 107,..T.... 10:15 AM-12:10 PM,LR,000,"Visbisky, Jennifer",8,60,,60,,A,,,1
Olean,Health Sciences,3828,NUR,2510,Health Rest/Maint I - LAB,,24-Aug,18-Dec,AHSC 107,....... TBD-TBD,LA,000,"Visbisky, Jennifer",,60,,60,,A,,,1
Olean,Health Sciences,3829,NUR,2550,Pathophysiology I,,24-Aug,18-Dec,AHSC 107,.M..... 11:00 AM-12:15 PM,LE,000,"Visbisky, Jennifer",1.5,60,,60,,A,,,1
Olean,Multiple Divisions,4175,INT,1555,Inquire:The Art of Adulting,,24-Aug,4-Nov,TECH 311,....R.. 01:30 PM-02:45 PM,LE,004,"Bray, Sarah",2,22,,22,,A,,,5
Olean,Multiple Divisions,4176,INT,1555,Inquire:Robot Revolution,1,24-Aug,4-Nov,CMTI 111,.M.W... 11:00 AM-12:15 PM,LE,000,"Griffin, Timothy",2,20,,20,,A,,,5
Olean,Multiple Divisions,5146,INT,1555,"Inquire: Monsters, Freaks, Tri",,24-Aug,4-Nov,LLAC 225,..T.R.. 11:00 AM-12:15 PM,LE,000,"Yerpe, Dale",2,20,,20,,A,,,5
Olean,Public & Professional Services,5005,BUS,1360,Keyboarding/Word Processing,,4-Sep,20-Jan,HSNYOL OLE,....... TBD-TBD,LE,000,"Pace, Jennifer",3,50,,50,,A,,,HS1
Olean,Public & Professional Services,5274,BUS,1500,Intro to Business,,4-Sep,14-Jun,HSNYOL SAL,....... TBD-TBD,LE,000,"Schnaufer, Susan",3,50,,50,,A,,,HS
Olean,Public & Professional Services,4187,BUS,1510,Princ/Financial Accounting,,24-Aug,18-Dec,TECH 210,.M.W... 01:30 PM-03:10 PM,LE,000,"Miller, Deborah",4,26,,26,,A,,,1
Olean,Public & Professional Services,4767,BUS,1610,Personal Finance,,4-Sep,20-Jan,HSNYOL ELL,....... TBD-TBD,LE,000,"Nason, Catherine",3,50,,50,,A,,,HS1
Olean,Public & Professional Services,4967,BUS,1610,Personal Finance,,4-Sep,14-Jun,HSNYOL OLE,....... TBD-TBD,LE,000,"Goodwin, Susan",3,50,,50,,A,,,HS
Olean,Public & Professional Services,4218,BUS,1650,Global Business,120,24-Aug,18-Dec,TECH 211,....R.. 09:30 AM-10:45 AM,ITV,004,"Daly, Dion",3,26,,26,,A,,,1
Olean,Public & Professional Services,4911,BUS,1700,Intro to Tourism & Hospitality,,4-Sep,14-Jun,HSNYOL SAL,....... TBD-TBD,LE,000,"Kolb, Matt",3,50,,50,,A,,,HS
Olean,Public & Professional Services,4277,BUS,2530,Business Law I,133,24-Aug,18-Dec,TECH 211,.M.W... 09:30 AM-10:45 AM,ITV,000,"Daly, Dion",3,26,,26,,A,,,1
Olean,Public & Professional Services,4280,BUS,2550,Marketing,,24-Aug,18-Dec,TECH 210,.M..... 11:00 AM-12:15 PM,LE,004,"Forney, Jennifer",3,26,,26,,A,,,1
Olean,Public & Professional Services,3924,CRI,1320,Intro Law Enforcement,963,24-Aug,18-Dec,TECH 211,.M.W... 11:00 AM-12:15 PM,ITV,000,"Barone, Brian",3,26,,26,,A,,,1
Olean,Public & Professional Services,3935,CRI,1520,Intro to Corrections,128,24-Aug,18-Dec,LLAC 317,.M.W... 08:30 AM-09:20 AM,ITV,004,"Gerace, Joseph",3,26,,26,,A,,,1
Olean,Public & Professional Services,3990,CRI,2330,Criminal Procedural Law,112,24-Aug,18-Dec,TECH 310,..T.R.. 09:30 AM-10:45 AM,ITV,000,"Gerace, Marilyn",3,26,,26,,A,,,1
Olean,Public & Professional Services,5112,CRI,2550,Ethics in Criminal Justice,958,24-Aug,18-Dec,TECH 310,..T.R.. 08:30 AM-09:20 AM,ITV,004,"Gerace, Marilyn",3,26,,26,,A,,,1
Olean,Public & Professional Services,4969,ECO,1530,Contemporary Economic Problems,,4-Sep,20-Jan,HSNYOL OLE,....... TBD-TBD,LE,000,"Kolasny, Carl",3,50,,50,,A,,,HS1
Olean,Public & Professional Services,4034,ECO,2620,Microeconomic Principles,442,24-Aug,18-Dec,TECH 309,.M.W... 09:30 AM-10:45 AM,LE,000,"Bray, Sarah",3,26,,26,,A,,,1
Olean,Public & Professional Services,5154,EDU,1310,"Family, School, & Community Pa",585,24-Aug,18-Dec,LLAC 317,....R.. 11:00 AM-12:15 PM,ITV,004,"Metzger, Heather",3,24,,24,,A,,,1
Olean,Public & Professional Services,4336,EDU,1510,Foundations/Education-Tchg Pro,140,24-Aug,18-Dec,LLAC 317,..T.... 11:00 AM-12:15 PM,ITV,004,"Funke, Renee",3,,,,,A,,,1
Olean,Public & Professional Services,4593,EDU,1510,Foundations/Education-Tchg Pro,,4-Sep,14-Jun,HSNYOL B-OLE,....... TBD-TBD,LE,000,"Chimbel, Bethanne",3,50,,50,,A,,,HS
Olean,Public & Professional Services,4394,EDU,2450,Exceptional Children,148,24-Aug,18-Dec,LLAC 317,.M..... 11:00 AM-12:15 PM,ITV,004,"Metzger, Heather",3,22,,22,,A,,,1
Olean,Public & Professional Services,4037,ENT,1480,Entrepreneurship Internship,,24-Aug,18-Dec,OFFC TBD,....... TBD-TBD,IN,000,"Bray, Sarah",1,10,,10,,A,,,1
Olean,Public & Professional Services,4012,HIT,1410,Medical Terminology,117,24-Aug,18-Dec,TECH 211,..T.R.. 11:00 AM-12:15 PM,ITV,000,"Rives, Krysta",3,26,,26,,A,,,1
Olean,Public & Professional Services,4576,HIT,1410,Medical Terminology,,4-Sep,14-Jun,HSNYOL B-BEL,....... TBD-TBD,LE,000,"Karn, Emily",3,50,,50,,A,,,HS
Olean,Public & Professional Services,4578,HIT,1410,Medical Terminology,,4-Sep,14-Jun,HSNYOL B-BEL,....... TBD-TBD,LE,000,"Hlasnick, Andrea",3,50,,50,,A,,,HS
Olean,Public & Professional Services,4591,HIT,1410,Medical Terminology,,4-Sep,14-Jun,HSNYOL B-OLE,....... TBD-TBD,LE,000,"Militello, Jennifer",3,50,,50,,A,,,HS
Olean,Public & Professional Services,4679,HIT,1410,Medical Terminology,,4-Sep,14-Jun,HSNYOL B-ELL,....... TBD-TBD,LE,000,"Giboo, Amy",3,50,,50,,A,,,HS
Olean,Public & Professional Services,4577,HIT,1420,Health Data Procedures,,4-Sep,14-Jun,HSNYOL B-BEL,....... TBD-TBD,LE,000,"Karn, Emily",3,50,,50,,A,,,HS
Olean,Public & Professional Services,4680,HIT,1420,Health Data Procedures,,4-Sep,14-Jun,HSNYOL B-ELL,....... TBD-TBD,LE,000,"Giboo, Amy",3,50,,50,,A,,,HS
Olean,Public & Professional Services,3975,HUS,1210,Intro to Human Services,601,24-Aug,18-Dec,TECH 309,..T.R.. 09:30 AM-10:45 AM,ITV,000,"Lachappelle, Francis",3,25,,25,,A,,,1
Olean,Public & Professional Services,3981,HUS,1310,Studies/Alcohol/Chem Depend,111,24-Aug,18-Dec,TECH 211,..T.R.. 01:30 PM-02:45 PM,ITV,000,"Lachappelle, Francis",3,15,,15,,A,,,1
Olean,Public & Professional Services,4400,HUS,2210,Field Placement I-Social Work,152,24-Aug,18-Dec,TECH 211,..T.... 03:00 PM-04:15 PM,LR,005,"Lachappelle, Francis",5,10,,10,,A,,,1
Olean,Public & Professional Services,4401,HUS,2210,Field Placement I-Social Work,603,24-Aug,18-Dec,TBD TBD,....... TBD-TBD,FW,005,"Lachappelle, Francis",,10,,10,,A,,,1
Olean,Public & Professional Services,4402,HUS,2215,Field Placement: Addictions I,603,24-Aug,18-Dec,TBD TBD,....... TBD-TBD,FW,005,"Lachappelle, Francis",,10,,10,,A,,,1
Olean,Public & Professional Services,4513,HUS,2215,Field Placement: Addictions I,152,24-Aug,18-Dec,TECH 211,..T.... 03:00 PM-04:15 PM,LR,004,"Lachappelle, Francis",5,10,,10,,A,,,1
Olean,Public & Professional Services,4403,HUS,2220,Field Placement II,151,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LR,002,"Lachappelle, Francis",5,5,,5,,A,,,1
Olean,Public & Professional Services,4404,HUS,2220,Field Placement II,151,24-Aug,18-Dec,TBD TBD,....... TBD-TBD,FW,002,"Lachappelle, Francis",,5,,5,,A,,,1
Olean,Public & Professional Services,5280,LDR,1300,Leadership Engagement,,4-Sep,20-Jan,HSNYOL ALL,....... TBD-TBD,LE,000,"Ayres, Jolene",3,50,,50,,A,,,HS1
Olean,Public & Professional Services,5348,LDR,1300,Leadership Engagement,,4-Sep,20-Jan,HSNYOL SAL,....... TBD-TBD,ITV,001,"Congdon, Sara",3,50,,50,,A,,,HS1
Olean,Public & Professional Services,5351,SPT,1300,Introduction-Sport Management,,4-Sep,14-Jun,HSNYOL OLE,....... TBD-TBD,LE,000,"Pace, Jennifer",3,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,3905,BIO,1510,Health Science,400,24-Aug,18-Dec,TECH 310,..T.R.. 03:00 PM-04:15 PM,ITV,000,"Whitmore, Kathleen",3,12,,12,,A,,,1
Olean,Science/Tech/Engineer/Math,4568,BIO,1510,Health Science,,4-Sep,14-Jun,HSNYOL B-BEL,....... TBD-TBD,LE,000,"Hlasnick, Andrea",3,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4586,BIO,1510,Health Science,,4-Sep,14-Jun,HSNYOL B-OLE,....... TBD-TBD,LE,000,"Militello, Jennifer",3,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,3943,BIO,2510,Anatomy & Physiology I,,24-Aug,18-Dec,LLAC 308,.M.W... 04:00 PM-05:15 PM,LR,000,"Avelar, Alicia",4,36,,36,,A,,,1
Olean,Science/Tech/Engineer/Math,3946,BIO,2510,Anatomy & Physiology I - Lab,,24-Aug,18-Dec,AHSC 203,....R.. 01:30 PM-04:15 PM,LA,000,"Avelar, Alicia",,18,,18,,A,,,1
Olean,Science/Tech/Engineer/Math,3948,BIO,2510,Anatomy & Physiology I - Lab,,24-Aug,18-Dec,AHSC 203,.M..... 06:00 PM-08:45 PM,LA,000,"Militello, Jennifer",,18,,18,,A,,,1
Olean,Science/Tech/Engineer/Math,3950,BIO,2510,Anatomy & Physiology I,,24-Aug,18-Dec,AHSC 204,...W... 06:00 PM-08:45 PM,LR,000,"Militello, Jennifer",4,34,,34,,A,,,1
Olean,Science/Tech/Engineer/Math,3952,BIO,2510,Anatomy & Physiology I - Lab,,24-Aug,18-Dec,AHSC 203,....R.. 04:30 PM-07:15 PM,LA,000,"Avelar, Alicia",,18,,18,,A,,,1
Olean,Science/Tech/Engineer/Math,3953,BIO,2510,Anatomy & Physiology I - Lab,,24-Aug,18-Dec,AHSC 203,..T.... 04:30 PM-07:15 PM,LA,000,"Avelar, Alicia",,16,,16,,A,,,1
Olean,Science/Tech/Engineer/Math,4571,BIO,2510,Anatomy & Physiology I,,4-Sep,20-Jan,HSNYOL B-BEL,....... TBD-TBD,LR,000,"Hlasnick, Andrea",4,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,4572,BIO,2510,Anatomy & Physiology I - LAB,,4-Sep,20-Jan,HSNYOL B-BEL,....... TBD-TBD,LA,000,"Hlasnick, Andrea",,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,4587,BIO,2510,Anatomy & Physiology I,,4-Sep,20-Jan,HSNYOL B-OLE,....... TBD-TBD,LR,000,"Militello, Jennifer",4,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,4588,BIO,2510,Anatomy & Physiology I - LAB,,4-Sep,20-Jan,HSNYOL B-OLE,....... TBD-TBD,LA,000,"Militello, Jennifer",,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,3939,BIO,2531,Microbiology,,24-Aug,18-Dec,AHSC 204,.....F. 09:30 AM-12:15 PM,LE,000,"Avelar, Alicia",3,20,,20,,A,,,1
Olean,Science/Tech/Engineer/Math,3942,BIO,2532,Microbiology - LAB,,24-Aug,18-Dec,AHSC 203,...W... 09:30 AM-12:15 PM,LA,000,"Avelar, Alicia",1,20,,20,,A,,,1
Olean,Science/Tech/Engineer/Math,5104,CHE,1530,Allied Health Chemistry,,24-Aug,18-Dec,TECH 311,.M.W... 04:30 PM-05:45 PM,LE,000,"Whitesell, Dakota",3,20,,20,,A,,,1
Olean,Science/Tech/Engineer/Math,4968,CSC,1510,Intro to Computer Science,,4-Sep,20-Jan,HSNYOL OLE,....... TBD-TBD,LE,000,"Lasky, David",3,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,4124,CSC,1560,Computer App Software I,319,24-Aug,18-Dec,TECH 207,..T.R.. 04:20 PM-06:00 PM,LE,000,"Lasky, David",4,25,,25,,A,,,1
Olean,Science/Tech/Engineer/Math,4903,CSC,1560,Computer App Software I,,4-Sep,14-Jun,HSNYOL SAL,....... TBD-TBD,LE,000,"Schnaufer, Susan",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,5269,CSC,1570,CS1: Programming Concepts/Appl,,4-Sep,20-Jan,HSNYOL GOW,....... TBD-TBD,LE,000,"Reeves, James",3,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,3830,MAT,0530,Essential Mathematics,302,24-Aug,18-Dec,TECH 308,.M.W... 08:30 AM-10:35 AM,LE,000,"Reisch, Christopher",5,22,,22,,A,,,1
Olean,Science/Tech/Engineer/Math,3835,MAT,0550,Algebra Fundamentals,,24-Aug,18-Dec,TECH 308,.M.W... 10:50 AM-12:30 PM,LE,000,"Reisch, Christopher",4,25,,25,,A,,,1
Olean,Science/Tech/Engineer/Math,3841,MAT,1500,Problem Solving w/Mathematics,308,24-Aug,18-Dec,TECH 310,..T.R.. 11:00 AM-12:15 PM,LE,000,"Fofanah, Mary",3,28,,28,,A,,,1
Olean,Science/Tech/Engineer/Math,4685,MAT,1500,Problem Solving w/Mathematics,,4-Sep,20-Jan,HSNYOL BOL,....... TBD-TBD,LE,000,"Hyson, Jacquelyn",3,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,4829,MAT,1500,Problem Solving w/Mathematics,,4-Sep,20-Jan,HSNYOL HIN,....... TBD-TBD,LE,000,"Malia, Courtney",3,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,4905,MAT,1500,Problem Solving w/Mathematics,,4-Sep,20-Jan,HSNYOL SAL,....... TBD-TBD,LE,000,"Ferrucci, Mallory",3,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,5289,MAT,1500,Problem Solving w/Mathematics,,4-Sep,14-Jun,HSNYOL CLV,....... TBD-TBD,LE,000,"Powenski, Kathy",3,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,3845,MAT,1540,Elementary Statistics,,24-Aug,18-Dec,TECH 210,..T.R.. 03:00 PM-04:15 PM,LE,000,"Dodd-Nagel, Linda",3,28,,28,,A,,,1
Olean,Science/Tech/Engineer/Math,4666,MAT,1540,Elementary Statistics,,4-Sep,14-Jun,HSNYOL ALL,....... TBD-TBD,LE,000,"Haynes, Cathy",3,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4712,MAT,1540,Elementary Statistics,,4-Sep,14-Jun,HSNYOL CLV,....... TBD-TBD,LE,000,"Powenski, Kathy",3,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4739,MAT,1540,Elementary Statistics,,4-Sep,14-Jun,HSNYOL CUB,....... TBD-TBD,LE,000,"Barry, Theresa",3,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4772,MAT,1540,Elementary Statistics,,4-Sep,14-Jun,HSNYOL ELL,....... TBD-TBD,LE,000,"Chamberlain, Ann",3,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4791,MAT,1540,Elementary Statistics,,4-Sep,14-Jun,HSNYOL FRA,....... TBD-TBD,LE,000,"Grace, Joseph",3,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4824,MAT,1540,Elementary Statistics,,4-Sep,14-Jun,HSNYOL GOW,....... TBD-TBD,LE,000,"Reeves, James",3,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4974,MAT,1540,Elementary Statistics,,4-Sep,20-Jan,HSNYOL OLE,....... TBD-TBD,LE,000,"Ring, Kristine",3,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,4686,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYOL BOL,....... TBD-TBD,LE,000,"Hyson, Jacquelyn",4,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,4740,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYOL CUB,....... TBD-TBD,LE,000,"Kenyon, Thomas",4,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,4774,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYOL ELL,....... TBD-TBD,LE,000,"Reedy, Melissa",4,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,4792,MAT,1590,College Algebra / Trigonometry,,4-Sep,14-Jun,HSNYOL FRA,....... TBD-TBD,LE,000,"Grace, Joseph",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4830,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYOL HIN,....... TBD-TBD,LE,000,"Parr, Mary",4,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,5268,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYOL FRI,....... TBD-TBD,LE,000,"Wagner, Courtney",4,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,5281,MAT,1590,College Algebra / Trigonometry,,4-Sep,20-Jan,HSNYOL OLE,....... TBD-TBD,LE,000,"Lapi, Cole",4,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,5349,MAT,1590,College Algebra / Trigonometry,,4-Sep,14-Jun,HSNYOL FRA,....... TBD-TBD,LE,000,"Grace, Joseph",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4667,MAT,1600,Precalculus,,4-Sep,14-Jun,HSNYOL ALL,....... TBD-TBD,LE,000,"Haynes, Cathy",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4710,MAT,1600,Precalculus,,4-Sep,14-Jun,HSNYOL CLV,....... TBD-TBD,LE,000,"Powenski, Kathy",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4793,MAT,1600,Precalculus,,4-Sep,14-Jun,HSNYOL FRA,....... TBD-TBD,LE,000,"Grace, Joseph",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4825,MAT,1600,Precalculus,,4-Sep,14-Jun,HSNYOL GOW,....... TBD-TBD,LE,000,"Reeves, James",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4906,MAT,1600,Precalculus,,4-Sep,14-Jun,HSNYOL SAL,....... TBD-TBD,LE,000,"Wheeler, Lawrence",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,5346,MAT,1600,Precalculus,,4-Sep,20-Jan,HSNYOL FIL,....... TBD-TBD,LE,000,"Vosburg, Jarrett",4,50,,50,,A,,,HS1
Olean,Science/Tech/Engineer/Math,5360,MAT,1600,Precalculus,,4-Sep,14-Jun,HSNYOL WV,....... TBD-TBD,ITV,001,"Grace, Joseph",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4668,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,14-Jun,HSNYOL ALL,....... TBD-TBD,LE,000,"Stamets, Kathy",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4711,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,14-Jun,HSNYOL CLV,....... TBD-TBD,LE,000,"Powenski, Kathy",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4773,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,14-Jun,HSNYOL ELL,....... TBD-TBD,LE,000,"Chamberlain, Ann",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4826,MAT,1710,Calculus/Analytic Geometry I,,4-Sep,14-Jun,HSNYOL GOW,....... TBD-TBD,LE,000,"Reeves, James",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4225,MCT,1240,Engineering Drawing w/AutoCAD,,24-Aug,18-Dec,CMTI 111,.M.W... 01:30 PM-03:10 PM,LE,006,"Griffin, Timothy",4,16,,16,,A,,,1
Olean,Science/Tech/Engineer/Math,4596,MCT,1240,Engineering Drawing w/AutoCAD,,4-Sep,14-Jun,HSNYOL B-OLE,....... TBD-TBD,LE,000,"Hilyer, James",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4909,MCT,1240,Engineering Drawing w/AutoCAD,,4-Sep,14-Jun,HSNYOL SAL,....... TBD-TBD,LE,000,"Howard, Shawn",4,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4227,MCT,1270,Machine Theory and Operations,,24-Aug,18-Dec,CMTI 111,.....F. 08:00 AM-12:20 PM,LL,000,"Griffin, Timothy",3,12,,12,,A,,,1
Olean,Science/Tech/Engineer/Math,4230,MCT,1380,Introduction to Solid Modeling,,24-Aug,18-Dec,CMTI 111,..T.R.. 01:30 PM-02:40 PM,LE,006,"Griffin, Timothy",3,24,,24,,A,,,1
Olean,Science/Tech/Engineer/Math,5275,MCT,1380,Introduction to Solid Modeling,,4-Sep,14-Jun,HSNYOL SAL,....... TBD-TBD,LE,000,"Howard, Shawn",3,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4157,WLD,1200,Safety and Cutting Processes,,24-Aug,4-Nov,CMTI 116,..T.R.. 04:00 PM-08:00 PM,LL,000,"Phinney, Richard",3,15,,15,,A,,,5
Olean,Science/Tech/Engineer/Math,4582,WLD,1200,Safety and Cutting Processes,,4-Sep,14-Jun,HSNYOL B-BEL,....... TBD-TBD,LL,000,"Beardsley, Michael",3,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4160,WLD,1350,Shielded Metal Arc Welding,,29-Sep,18-Dec,CMTI 116,..T.R.. 04:00 PM-08:00 PM,LL,000,"Shaw, Mark",3,15,,15,,A,,,6
Olean,Science/Tech/Engineer/Math,4583,WLD,1350,Shielded Metal Arc Welding,,4-Sep,14-Jun,HSNYOL B-BEL,....... TBD-TBD,LL,000,"Beardsley, Michael",3,50,,50,,A,,,HS
Olean,Science/Tech/Engineer/Math,4162,WLD,1360,Gas Metal Arc Welding,,24-Aug,4-Nov,CMTI 116,.M.W... 04:00 PM-08:00 PM,LL,000,"Elliott, Robert",3,15,,15,,A,,,5
Olean,Science/Tech/Engineer/Math,4165,WLD,1370,Gas Tungsten Arc Welding,,29-Sep,18-Dec,CMTI 116,.M.W... 04:00 PM-08:00 PM,LL,000,"Elliott, Robert",3,15,,15,,A,,,6
